"AAR";"PX_DATA";"BOSTED_FYLKE_NR_NAVN";"ALDER_GRUPPE_5AARIG";"HOVEDGRUPPETEKST";"KJONN"
"2025";1359;"32 Akershus";"19 år og under";"Helt ledige";"I alt"
"2024";1847;"50 Trøndelag - Trööndelage";"19 år og under";"Helt ledige";"I alt"
"2025";2676;"40 Telemark";"30-34 år";"Helt ledige";"I alt"
"2024";3570;"40 Telemark";"30-34 år";"Helt ledige";"I alt"
"2025";2754;"15 Møre og Romsdal";"30-34 år";"Helt ledige";"I alt"
"2024";111402;"I alt";"30-34 år";"Helt ledige";"I alt"
"2025";5738;"11 Rogaland";"30-34 år";"Helt ledige";"I alt"
"2025";5069;"31 Østfold";"30-34 år";"Helt ledige";"I alt"
"2025";2181;"18 Nordland - Nordlánnda";"30-34 år";"Helt ledige";"I alt"
"2024";16049;"32 Akershus";"30-34 år";"Helt ledige";"I alt"
"2024";2762;"40 Telemark";"40-44 år";"Helt ledige";"I alt"
"2024";1628;"55 Troms - Romsa - Tromssa ";"40-44 år";"Helt ledige";"I alt"
"2024";86174;"I alt";"40-44 år";"Helt ledige";"I alt"
"2024";7302;"11 Rogaland";"40-44 år";"Helt ledige";"I alt"
"2024";4339;"42 Agder";"40-44 år";"Helt ledige";"I alt"
"2025";1903;"18 Nordland - Nordlánnda";"40-44 år";"Helt ledige";"I alt"
"2024";5365;"50 Trøndelag - Trööndelage";"40-44 år";"Helt ledige";"I alt"
"2024";1769;"40 Telemark";"50-54 år";"Helt ledige";"I alt"
"2025";;"97 Svalbard og øvrige områder";"50-54 år";"Helt ledige";"I alt"
"2024";;"97 Svalbard og øvrige områder";"50-54 år";"Helt ledige";"I alt"
"2024";3372;"34 Innlandet";"50-54 år";"Helt ledige";"I alt"
"2024";3761;"50 Trøndelag - Trööndelage";"50-54 år";"Helt ledige";"I alt"
"2025";449;"15 Møre og Romsdal";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"97 Svalbard og øvrige områder";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"97 Svalbard og øvrige områder";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2025";560;"39 Vestfold";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2025";798;"42 Agder";"25-29 år";"Arbeidssøkere på tiltak";"Menn"
"2024";132;"Ukjent";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";5304;"34 Innlandet";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";7376;"42 Agder";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";6501;"31 Østfold";"I alt";"Arbeidssøkere på tiltak";"Menn"
"2024";696;"42 Agder";"45-49 år";"Arbeidssøkere på tiltak";"Menn"
"2024";217;"18 Nordland - Nordlánnda";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2024";316;"50 Trøndelag - Trööndelage";"55-59 år";"Arbeidssøkere på tiltak";"Menn"
"2024";179;"33 Buskerud";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2025";73;"39 Vestfold";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2025";85;"34 Innlandet";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2024";290;"32 Akershus";"60-64 år";"Arbeidssøkere på tiltak";"Menn"
"2024";558;"33 Buskerud";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";417;"34 Innlandet";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";741;"34 Innlandet";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";808;"46 Vestland";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";1338;"46 Vestland";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2025";92;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Arbeidssøkere på tiltak";"Menn"
"2024";1226;"11 Rogaland";"20-24 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"15 Møre og Romsdal";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"11 Rogaland";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"31 Østfold";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2024";88;"46 Vestland";"65-69 år";"Arbeidssøkere på tiltak";"Menn"
"2024";;"15 Møre og Romsdal";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2025";;"I alt";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";;"33 Buskerud";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2025";;"34 Innlandet";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";;"34 Innlandet";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";;"18 Nordland - Nordlánnda";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2025";;"32 Akershus";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";;"32 Akershus";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2024";;"50 Trøndelag - Trööndelage";"70 år og over";"Arbeidssøkere på tiltak";"Menn"
"2025";139;"33 Buskerud";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2025";96;"39 Vestfold";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2025";138;"42 Agder";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2024";232;"42 Agder";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2025";304;"31 Østfold";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2024";14;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Arbeidssøkere på tiltak";"Menn"
"2025";198;"55 Troms - Romsa - Tromssa ";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2024";11870;"I alt";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2025";363;"33 Buskerud";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2025";522;"31 Østfold";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2024";877;"50 Trøndelag - Trööndelage";"30-34 år";"Arbeidssøkere på tiltak";"Menn"
"2025";;"Ukjent";"40-44 år";"Arbeidssøkere på tiltak";"Menn"
"2025";285;"39 Vestfold";"40-44 år";"Arbeidssøkere på tiltak";"Menn"
"2025";391;"31 Østfold";"40-44 år";"Arbeidssøkere på tiltak";"Menn"
"2024";429;"18 Nordland - Nordlánnda";"40-44 år";"Arbeidssøkere på tiltak";"Menn"
"2025";555;"32 Akershus";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2024";872;"32 Akershus";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2025";270;"50 Trøndelag - Trööndelage";"50-54 år";"Arbeidssøkere på tiltak";"Menn"
"2024";558;"40 Telemark";"25-29 år";"Delvis ledige";"Menn"
"2024";314;"55 Troms - Romsa - Tromssa ";"25-29 år";"Delvis ledige";"Menn"
"2025";451;"33 Buskerud";"25-29 år";"Delvis ledige";"Menn"
"2025";494;"39 Vestfold";"25-29 år";"Delvis ledige";"Menn"
"2024";777;"39 Vestfold";"25-29 år";"Delvis ledige";"Menn"
"2024";1104;"31 Østfold";"25-29 år";"Delvis ledige";"Menn"
"2024";5080;"40 Telemark";"I alt";"Delvis ledige";"Menn"
"2024";8822;"34 Innlandet";"I alt";"Delvis ledige";"Menn"
"2025";11068;"32 Akershus";"I alt";"Delvis ledige";"Menn"
"2025";7523;"50 Trøndelag - Trööndelage";"I alt";"Delvis ledige";"Menn"
"2024";3382;"56 Finnmark - Finnmárku - Finmarkku";"I alt";"Delvis ledige";"Menn"
"2024";995;"11 Rogaland";"45-49 år";"Delvis ledige";"Menn"
"2025";504;"33 Buskerud";"45-49 år";"Delvis ledige";"Menn"
"2025";471;"42 Agder";"45-49 år";"Delvis ledige";"Menn"
"2024";13202;"I alt";"55-59 år";"Delvis ledige";"Menn"
"2025";;"97 Svalbard og øvrige områder";"55-59 år";"Delvis ledige";"Menn"
"2024";725;"42 Agder";"55-59 år";"Delvis ledige";"Menn"
"2025";7047;"I alt";"60-64 år";"Delvis ledige";"Menn"
"2025";131;"Ukjent";"60-64 år";"Delvis ledige";"Menn"
"2024";780;"11 Rogaland";"60-64 år";"Delvis ledige";"Menn"
"2024";1262;"03 Oslo";"60-64 år";"Delvis ledige";"Menn"
"2025";154;"56 Finnmark - Finnmárku - Finmarkku";"60-64 år";"Delvis ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"35-39 år";"Delvis ledige";"Menn"
"2024";871;"33 Buskerud";"35-39 år";"Delvis ledige";"Menn"
"2025";558;"42 Agder";"35-39 år";"Delvis ledige";"Menn"
"2025";2065;"03 Oslo";"35-39 år";"Delvis ledige";"Menn"
"2024";1297;"50 Trøndelag - Trööndelage";"35-39 år";"Delvis ledige";"Menn"
"2025";998;"46 Vestland";"20-24 år";"Delvis ledige";"Menn"
"2025";947;"50 Trøndelag - Trööndelage";"20-24 år";"Delvis ledige";"Menn"
"2025";185;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Delvis ledige";"Menn"
"2025";40;"55 Troms - Romsa - Tromssa ";"65-69 år";"Delvis ledige";"Menn"
"2024";3488;"I alt";"65-69 år";"Delvis ledige";"Menn"
"2025";;"Ukjent";"65-69 år";"Delvis ledige";"Menn"
"2024";219;"33 Buskerud";"65-69 år";"Delvis ledige";"Menn"
"2024";143;"42 Agder";"65-69 år";"Delvis ledige";"Menn"
"2024";257;"31 Østfold";"65-69 år";"Delvis ledige";"Menn"
"2025";36;"56 Finnmark - Finnmárku - Finmarkku";"65-69 år";"Delvis ledige";"Menn"
"2025";;"40 Telemark";"70 år og over";"Delvis ledige";"Menn"
"2025";;"15 Møre og Romsdal";"70 år og over";"Delvis ledige";"Menn"
"2025";;"34 Innlandet";"70 år og over";"Delvis ledige";"Menn"
"2024";;"34 Innlandet";"70 år og over";"Delvis ledige";"Menn"
"2025";;"46 Vestland";"70 år og over";"Delvis ledige";"Menn"
"2024";;"50 Trøndelag - Trööndelage";"70 år og over";"Delvis ledige";"Menn"
"2024";107;"42 Agder";"19 år og under";"Delvis ledige";"Menn"
"2025";114;"46 Vestland";"19 år og under";"Delvis ledige";"Menn"
"2024";545;"40 Telemark";"30-34 år";"Delvis ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"30-34 år";"Delvis ledige";"Menn"
"2025";2179;"03 Oslo";"30-34 år";"Delvis ledige";"Menn"
"2025";407;"15 Møre og Romsdal";"40-44 år";"Delvis ledige";"Menn"
"2024";;"97 Svalbard og øvrige områder";"40-44 år";"Delvis ledige";"Menn"
"2025";513;"39 Vestfold";"40-44 år";"Delvis ledige";"Menn"
"2025";818;"50 Trøndelag - Trööndelage";"40-44 år";"Delvis ledige";"Menn"
"2024";402;"56 Finnmark - Finnmárku - Finmarkku";"40-44 år";"Delvis ledige";"Menn"
"2025";412;"40 Telemark";"50-54 år";"Delvis ledige";"Menn"
"2024";343;"55 Troms - Romsa - Tromssa ";"50-54 år";"Delvis ledige";"Menn"
"2025";514;"33 Buskerud";"50-54 år";"Delvis ledige";"Menn"
"2025";622;"34 Innlandet";"50-54 år";"Delvis ledige";"Menn"
"2024";849;"31 Østfold";"50-54 år";"Delvis ledige";"Menn"
"2024";452;"18 Nordland - Nordlánnda";"50-54 år";"Delvis ledige";"Menn"
"2025";703;"50 Trøndelag - Trööndelage";"50-54 år";"Delvis ledige";"Menn"
"2024";2263;"15 Møre og Romsdal";"25-29 år";"Helt ledige";"Menn"
"2024";991;"55 Troms - Romsa - Tromssa ";"25-29 år";"Helt ledige";"Menn"
"2025";37678;"I alt";"25-29 år";"Helt ledige";"Menn"
"2024";2752;"33 Buskerud";"25-29 år";"Helt ledige";"Menn"
"2024";2619;"39 Vestfold";"25-29 år";"Helt ledige";"Menn"
"2025";2130;"34 Innlandet";"25-29 år";"Helt ledige";"Menn"
"2024";10494;"03 Oslo";"25-29 år";"Helt ledige";"Menn"
"2025";4850;"32 Akershus";"25-29 år";"Helt ledige";"Menn"
"2025";10993;"40 Telemark";"I alt";"Helt ledige";"Menn"
"2024";17945;"15 Møre og Romsdal";"I alt";"Helt ledige";"Menn"
"2025";16624;"33 Buskerud";"I alt";"Helt ledige";"Menn"
"2025";9754;"18 Nordland - Nordlánnda";"I alt";"Helt ledige";"Menn"
"2025";4829;"56 Finnmark - Finnmárku - Finmarkku";"I alt";"Helt ledige";"Menn"
"2025";972;"40 Telemark";"45-49 år";"Helt ledige";"Menn"
"2024";41535;"I alt";"45-49 år";"Helt ledige";"Menn"
"2025";1709;"33 Buskerud";"45-49 år";"Helt ledige";"Menn"
"2024";1929;"42 Agder";"45-49 år";"Helt ledige";"Menn"
"2025";2892;"46 Vestland";"45-49 år";"Helt ledige";"Menn"
"2025";4575;"32 Akershus";"45-49 år";"Helt ledige";"Menn"
"2024";975;"40 Telemark";"55-59 år";"Helt ledige";"Menn"
"2025";444;"55 Troms - Romsa - Tromssa ";"55-59 år";"Helt ledige";"Menn"
"2024";1908;"11 Rogaland";"55-59 år";"Helt ledige";"Menn"
"2025";1240;"33 Buskerud";"55-59 år";"Helt ledige";"Menn"
"2024";1677;"39 Vestfold";"55-59 år";"Helt ledige";"Menn"
"2024";1519;"42 Agder";"55-59 år";"Helt ledige";"Menn"
"2025";1404;"31 Østfold";"55-59 år";"Helt ledige";"Menn"
"2025";2030;"46 Vestland";"55-59 år";"Helt ledige";"Menn"
"2024";1106;"18 Nordland - Nordlánnda";"55-59 år";"Helt ledige";"Menn"
"2025";3326;"03 Oslo";"55-59 år";"Helt ledige";"Menn"
"2025";410;"55 Troms - Romsa - Tromssa ";"60-64 år";"Helt ledige";"Menn"
"2024";24969;"I alt";"60-64 år";"Helt ledige";"Menn"
"2025";793;"42 Agder";"60-64 år";"Helt ledige";"Menn"
"2024";1845;"50 Trøndelag - Trööndelage";"60-64 år";"Helt ledige";"Menn"
"2025";338;"56 Finnmark - Finnmárku - Finmarkku";"60-64 år";"Helt ledige";"Menn"
"2024";534;"56 Finnmark - Finnmárku - Finmarkku";"60-64 år";"Helt ledige";"Menn"
"2024";3260;"33 Buskerud";"35-39 år";"Helt ledige";"Menn"
"2025";624;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Helt ledige";"Menn"
"2024";969;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Helt ledige";"Menn"
"2025";1915;"33 Buskerud";"20-24 år";"Helt ledige";"Menn"
"2024";3689;"42 Agder";"20-24 år";"Helt ledige";"Menn"
"2025";3363;"50 Trøndelag - Trööndelage";"20-24 år";"Helt ledige";"Menn"
"2024";529;"40 Telemark";"65-69 år";"Helt ledige";"Menn"
"2024";;"Ukjent";"65-69 år";"Helt ledige";"Menn"
"2025";519;"34 Innlandet";"65-69 år";"Helt ledige";"Menn"
"2024";560;"42 Agder";"65-69 år";"Helt ledige";"Menn"
"2025";1149;"32 Akershus";"65-69 år";"Helt ledige";"Menn"
"2025";;"42 Agder";"70 år og over";"Helt ledige";"Menn"
"2025";;"46 Vestland";"70 år og over";"Helt ledige";"Menn"
"2024";;"32 Akershus";"70 år og over";"Helt ledige";"Menn"
"2024";;"50 Trøndelag - Trööndelage";"70 år og over";"Helt ledige";"Menn"
"2025";701;"46 Vestland";"19 år og under";"Helt ledige";"Menn"
"2025";173;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Helt ledige";"Menn"
"2025";1508;"15 Møre og Romsdal";"30-34 år";"Helt ledige";"Menn"
"2025";42171;"I alt";"30-34 år";"Helt ledige";"Menn"
"2025";2210;"33 Buskerud";"30-34 år";"Helt ledige";"Menn"
"2024";3013;"42 Agder";"30-34 år";"Helt ledige";"Menn"
"2024";1992;"15 Møre og Romsdal";"40-44 år";"Helt ledige";"Menn"
"2025";823;"55 Troms - Romsa - Tromssa ";"40-44 år";"Helt ledige";"Menn"
"2025";;"Ukjent";"40-44 år";"Helt ledige";"Menn"
"2025";2069;"33 Buskerud";"40-44 år";"Helt ledige";"Menn"
"2024";2728;"34 Innlandet";"40-44 år";"Helt ledige";"Menn"
"2025";1300;"39 Vestfold";"50-54 år";"Helt ledige";"Menn"
"2025";1213;"42 Agder";"50-54 år";"Helt ledige";"Menn"
"2025";1896;"31 Østfold";"50-54 år";"Helt ledige";"Menn"
"2025";4427;"32 Akershus";"50-54 år";"Helt ledige";"Menn"
"2025";319;"40 Telemark";"25-29 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";90518;"I alt";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2024";4749;"33 Buskerud";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2025";568;"56 Finnmark - Finnmárku - Finmarkku";"I alt";"Arbeidssøkere på tiltak";"Kvinner"
"2024";516;"15 Møre og Romsdal";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";6525;"I alt";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";983;"11 Rogaland";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";430;"39 Vestfold";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";430;"18 Nordland - Nordlánnda";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";92;"56 Finnmark - Finnmárku - Finmarkku";"45-49 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";93;"40 Telemark";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";4001;"I alt";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";208;"33 Buskerud";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";386;"42 Agder";"55-59 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";1806;"I alt";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"97 Svalbard og øvrige områder";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";163;"33 Buskerud";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";183;"46 Vestland";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";248;"32 Akershus";"60-64 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"Ukjent";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";522;"33 Buskerud";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";2403;"32 Akershus";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";70;"56 Finnmark - Finnmárku - Finmarkku";"35-39 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";164;"55 Troms - Romsa - Tromssa ";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"Ukjent";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";511;"46 Vestland";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";738;"03 Oslo";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";456;"50 Trøndelag - Trööndelage";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";97;"56 Finnmark - Finnmárku - Finmarkku";"20-24 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"Ukjent";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"33 Buskerud";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"03 Oslo";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"50 Trøndelag - Trööndelage";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"56 Finnmark - Finnmárku - Finmarkku";"65-69 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"40 Telemark";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"11 Rogaland";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"46 Vestland";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";;"18 Nordland - Nordlánnda";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2024";;"03 Oslo";"70 år og over";"Arbeidssøkere på tiltak";"Kvinner"
"2025";129;"15 Møre og Romsdal";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2024";6;"39 Vestfold";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";179;"31 Østfold";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";82;"50 Trøndelag - Trööndelage";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2024";218;"50 Trøndelag - Trööndelage";"19 år og under";"Arbeidssøkere på tiltak";"Kvinner"
"2025";224;"55 Troms - Romsa - Tromssa ";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";1105;"31 Østfold";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";552;"18 Nordland - Nordlánnda";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";2566;"03 Oslo";"30-34 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";301;"40 Telemark";"40-44 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";391;"42 Agder";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";908;"03 Oslo";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2024";735;"32 Akershus";"50-54 år";"Arbeidssøkere på tiltak";"Kvinner"
"2025";856;"11 Rogaland";"25-29 år";"Delvis ledige";"Kvinner"
"2024";1303;"11 Rogaland";"25-29 år";"Delvis ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"25-29 år";"Delvis ledige";"Kvinner"
"2024";790;"39 Vestfold";"25-29 år";"Delvis ledige";"Kvinner"
"2025";674;"42 Agder";"25-29 år";"Delvis ledige";"Kvinner"
"2024";2996;"03 Oslo";"25-29 år";"Delvis ledige";"Kvinner"
"2024";6413;"15 Møre og Romsdal";"I alt";"Delvis ledige";"Kvinner"
"2025";7058;"11 Rogaland";"I alt";"Delvis ledige";"Kvinner"
"2024";8624;"31 Østfold";"I alt";"Delvis ledige";"Kvinner"
"2025";13194;"03 Oslo";"I alt";"Delvis ledige";"Kvinner"
"2025";511;"15 Møre og Romsdal";"45-49 år";"Delvis ledige";"Kvinner"
"2025";668;"34 Innlandet";"45-49 år";"Delvis ledige";"Kvinner"
"2025";594;"42 Agder";"45-49 år";"Delvis ledige";"Kvinner"
"2025";582;"31 Østfold";"45-49 år";"Delvis ledige";"Kvinner"
"2024";559;"15 Møre og Romsdal";"55-59 år";"Delvis ledige";"Kvinner"
"2025";7;"Ukjent";"55-59 år";"Delvis ledige";"Kvinner"
"2025";446;"11 Rogaland";"55-59 år";"Delvis ledige";"Kvinner"
"2025";762;"46 Vestland";"55-59 år";"Delvis ledige";"Kvinner"
"2024";721;"50 Trøndelag - Trööndelage";"55-59 år";"Delvis ledige";"Kvinner"
"2025";372;"34 Innlandet";"60-64 år";"Delvis ledige";"Kvinner"
"2024";578;"50 Trøndelag - Trööndelage";"60-64 år";"Delvis ledige";"Kvinner"
"2025";1031;"50 Trøndelag - Trööndelage";"35-39 år";"Delvis ledige";"Kvinner"
"2025";421;"39 Vestfold";"20-24 år";"Delvis ledige";"Kvinner"
"2024";610;"39 Vestfold";"20-24 år";"Delvis ledige";"Kvinner"
"2024";100;"40 Telemark";"65-69 år";"Delvis ledige";"Kvinner"
"2024";;"97 Svalbard og øvrige områder";"65-69 år";"Delvis ledige";"Kvinner"
"2025";39;"42 Agder";"65-69 år";"Delvis ledige";"Kvinner"
"2024";197;"03 Oslo";"65-69 år";"Delvis ledige";"Kvinner"
"2025";100;"50 Trøndelag - Trööndelage";"65-69 år";"Delvis ledige";"Kvinner"
"2025";;"15 Møre og Romsdal";"70 år og over";"Delvis ledige";"Kvinner"
"2025";;"39 Vestfold";"70 år og over";"Delvis ledige";"Kvinner"
"2025";;"46 Vestland";"70 år og over";"Delvis ledige";"Kvinner"
"2025";;"18 Nordland - Nordlánnda";"70 år og over";"Delvis ledige";"Kvinner"
"2024";;"03 Oslo";"70 år og over";"Delvis ledige";"Kvinner"
"2025";45;"39 Vestfold";"19 år og under";"Delvis ledige";"Kvinner"
"2025";36;"18 Nordland - Nordlánnda";"19 år og under";"Delvis ledige";"Kvinner"
"2025";15;"56 Finnmark - Finnmárku - Finmarkku";"19 år og under";"Delvis ledige";"Kvinner"
"2024";715;"40 Telemark";"30-34 år";"Delvis ledige";"Kvinner"
"2025";275;"55 Troms - Romsa - Tromssa ";"30-34 år";"Delvis ledige";"Kvinner"
"2025";789;"31 Østfold";"30-34 år";"Delvis ledige";"Kvinner"
"2024";1229;"31 Østfold";"30-34 år";"Delvis ledige";"Kvinner"
"2024";1805;"46 Vestland";"30-34 år";"Delvis ledige";"Kvinner"
"2025";2380;"03 Oslo";"30-34 år";"Delvis ledige";"Kvinner"
"2025";1121;"11 Rogaland";"40-44 år";"Delvis ledige";"Kvinner"
"2025";959;"50 Trøndelag - Trööndelage";"40-44 år";"Delvis ledige";"Kvinner"
"2024";433;"40 Telemark";"50-54 år";"Delvis ledige";"Kvinner"
"2024";686;"15 Møre og Romsdal";"50-54 år";"Delvis ledige";"Kvinner"
"2025";133;"55 Troms - Romsa - Tromssa ";"50-54 år";"Delvis ledige";"Kvinner"
